Tipo de paro;STATUS;Equipo ;Area que presenta la falla;Componente del area del equipo que presenta falla;Descripción breve ;Descripcion larga;Descubrimiento de la Falla;Síntoma de la falla;IMPacto de la falla;Tipo de falla;Causa de la falla;"Hora del INICIO del trabajo
";"Hora de FINALIZACIÓN del trabajo
";Duracion de trabajo;Nombre del equipo nuevo;Código del componente;HORA INICIO;HORA FIN;WEEK;DAY;Cantidad de tecnicos;Horas hombre;;;
AO;Operativa;Reach Stacker - 38;Powertrain [RS03.24];Powertrain-Engine-Oil System [RS03.24.141.201];Bajo nivel de aceite;Personal de la guardia completa 20 lts de aceite 15W40. Queda operativa;102 OPERACIONES;614 Nivel de líquido;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;23:00:00;23:20:00;0,33;RS03_;RS03.24.141.201;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;9;3;1;;;
AO;Operativa;Mobile Harbour Crane - 08;Under Carriage [MHC02.42];Under Carriage [MHC02.42];Falla posicionamiento;Personal de la guardia le da indicaciones al operador para posicionar correctamente la grúa ya que el desnivel del suelo causaba una falla.;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;303 Falla de Control;408 Barco-Buque;00:40:00;00:52:00;0,20;MHC02_;MHC02.42;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;9;3;0,6;;;
AO;Operativa;Rubber Tyred Gantry Crane - K11;LV/Power System [RTG02.04];LV/Power System [RTG02.04];APAGADO DRIVERS;Se reinicia equipo y queda operativa.;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;01:30:00;01:40:00;0,17;RTG02_;RTG02.04;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;9;3;0,5;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain [RTG06.24];Continuación de puesta en marcha;Se realiza cableado nuevo para switches de puerta diesel abierta y se instalan sensores nuevos.;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;22:00:00;00:30:00;2,50;RTG06_;RTG06.24;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;9;2;5;;;
MP;Operativa;Rubber Tyred Gantry Crane - K16;Rubber Tyred Gantry Crane - 03 [RTG03];Rubber Tyred Gantry Crane - 03 [RTG03];MP ;Personal de TECMACO realiza liMPieza y coloca tapas de inverters de HOIST. Personal de MERAKI inicia MP de estructura. Durante el mismo reeMPlaza 2 bigotes de gato dañados. ;103 MANTENIMIENTO;601 Paro;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;01:00:00;06:00:00;5,00;RTG03_;#N/A;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;4;20;;;
MC;Operativa;Forklift - 104;Powertrain [FL04.24];Powertrain-Engine [FL04.24.141];ReeMPlazo correa;Se reeMPlaza correa de ventilador. Debido a que no hay correa disponible en pañol, se usa la correa de FL102. Se normaliza cableado de sensores de teMPeratura y nivel de refrigerante. El equipo no cuenta con corte por teMPeratura de refrigerante. Se coMPleta nivel de fluido refrigerante. Se reeMPlaza luminaria derecha.;103 MANTENIMIENTO;601 Paro;203 IMPacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;02:00:00;06:00:00;4,00;FL04_;FL04.24.141;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;8;;;
MP;Seguimiento;Spreader - 22;Spreader - 07 [SP07];Spreader - 07 [SP07];MP;Personal de la guardia realiza MP 5oo hs. Pendiente prueba en grúa.;103 MANTENIMIENTO;602 Pérdida de deseMPeño;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;02:00:00;06:00:00;4,00;SP07_;#N/A;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;3;12;;;
AO;Operativa;Rubber Tyred Gantry Crane - K20;Gantry [RTG05.07];Gantry-Brake [RTG05.07.051];Equipo no traslada;Se apagan drives cuando traslada. Se anula freno y motor de boggie 8 desde tablero del mismo. No cruzar equipo;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;04:30:00;05:00:00;0,50;RTG05_;RTG05.07.051;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;3;1,5;;;
AO;Operativa;Rubber Tyred Gantry Crane - K17;Gantry [RTG04.07];Gantry-Tire/Rim [RTG04.07.329];Equipo no traslada;Se asiste en cruce. Falla boggie 3 (El mismo arroja sobrecarga);102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;05:45:00;06:00:00;0,25;RTG04_;RTG04.07.329;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;3;0,75;;;
MC;No operat.;Rubber Tyred Gantry Crane - K16;Powertrain [RTG03.24];Powertrain-Main Engine (1) [RTG03.24.600];falla en motor;se regulan valvulas de inyeccion;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;06:00:00;14:00:00;8,00;RTG03_;RTG03.24.600;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;1;8;;;
MC;No operat.;Reach Stacker - 42;Control System [RS07.02];Control System-Control Node/Calculator [RS07.02.101];no mide ni pesa;se busca la falla ,se encuentra cable desconectado ,se cambia ficha;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;07:00:00;15:00:00;8,00;RS07_;RS07.02.101;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;16;;;
MP;No operat.;Rubber Tyred Gantry Crane - K16;Rubber Tyred Gantry Crane - 03 [RTG03];Rubber Tyred Gantry Crane - 03 [RTG03];;se realiza mantenimiento preventivo;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;07:00:00;15:00:00;8,00;RTG03_;#N/A;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;16;;;
;No operat.;Mobile Harbour Crane – 06;Electrical System [MHC04.09];Electrical System [MHC04.09];Gancho;no se pudo realizar trabajo de bajada de gancho por no tener cables de coneccion de bateria;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:00:00;15:00:00;8,00;MHC01_;#N/A;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;3;24;;;
BD;Operativa;Mobile Harbour Crane - 09;Electrical System [MHC03.09];Electrical System [MHC03.09];salta termica de tower;se busca falla y se encuentra falla en motor de tower.se cambia spreader 21 y se coloca el 23;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;06:40:00;07:30:00;0,83;MHC03_;MHC03.09;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;3;2,5;;;
BD;Operativa;Rubber Tyred Gantry Crane - K24;Control System [RTG08.02];Control System-Camera System [RTG08.02.073];camara desenfocada;jph asistio corrigiendo las camaras;102 OPERACIONES;602 Pérdida de desempeño;201 Impacto en seguridad;303 Falla de Control;404 Relacionado a Mantenimiento;09:05:00;09:20:00;0,25;RTG08_;RTG08.02.073;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;1;0,25;;;
BD;Operativa;Rubber Tyred Gantry Crane - K11;Powertrain [RTG02.24];Powertrain [RTG02.24];se aflojo flipper;se ajustan flippers;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;09:05:00;09:30:00;0,42;RTG02_;RTG02.24;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;0,833333333;;;
MC;Operativa;Spreader - 21;Electrical System [SP08.09];Electrical System-Motor [SP08.09.233];falla motor de tower;se cambia sensor de tower y se coloca perno;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:30:00;13:00:00;5,50;SP06_;SP08.09.233;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;4;22;;;
BD;Operativa;Forklift - 108;Electrical System [FL08.09];Electrical System [FL08.09];no tracciona;se cortaron cables por agarrar un trapo con la paleta ,se realizo una reparacion con empalme de cable;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;09:00:00;09:20:00;0,33;FL08_;FL08.09;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;0,666666667;;;
BD;Operativa;Mobile Harbour Crane - 09;Electrical System [MHC03.09];Electrical System [MHC03.09];falla de spreader;se regula sensor de tower al centro;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;08:00:00;09:00:00;1,00;MHC03_;MHC03.09;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;4;4;;;
BD;Operativa;Rubber Tyred Gantry Crane - K20;Rubber Tyred Gantry Crane - 05 [RTG05];Rubber Tyred Gantry Crane - 05 [RTG05];cable flojo;desbloqueo cable flojo;102 OPERACIONES;601 Paro;203 Impacto Operacional;305  Falla Civil;404 Relacionado a Mantenimiento;11:55:00;12:15:00;0,33;RTG05_;#N/A;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;0,666666667;;;
BD;Operativa;Rubber Tyred Gantry Crane - K20;Powertrain [RTG05.24];Powertrain-Main Engine (1) [RTG05.24.600];falta aceite;se agregaron 20 litros de aceite;102 OPERACIONES;601 Paro;202 Impacto en medio ambiente;301 Falla Mecánica;404 Relacionado a Mantenimiento;12:30:00;13:15:00;0,75;RTG05_;RTG05.24.600;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;1,5;;;
MC;Operativa;Forklift - 108;Electrical System [FL08.09];Electrical System [FL08.09];no tracciona;se cortaron cables por agarrar un trapo con la paleta ,se realizo una reparacion con empalme de cable;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;403 Daño;09:20:00;12:00:00;2,67;FL08_;FL08.09;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;5,333333333;;;
AO;Operativa;Rubber Tyred Gantry Crane - K31;Gantry [RTG10.07];Gantry-Anti-Collis Crane-Crane [RTG10.07.013];Equipo no traslada;el operador se habia acercado mucho a la estiba, se le activo uno de los bigotes de gatos ;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;15:27:00;15:37:00;0,17;RTG10_;RTG10.07.013;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;0,333333333;;;
AO;Operativa;Rubber Tyred Gantry Crane - K3;Spreader Control [RTG07.29];Spreader Control-Cable [RTG07.29.065];cable flojo;Se le indica al operador que mantenga presionado F6 para volver a tensar los cables ;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;15:35:00;15:58:00;0,38;RTG07_;RTG07.29.065;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;0,766666667;;;
BD;Operativa;Reach Stacker - 40;Spreader Comp. [RS05.14];Spreader Comp. [RS05.14];"Se le traba el cuadrante 20""";Se asiste por cuadrante trabado, el operador estaba utilizando el cuadrante de forma automatica, se le explica las instrucciones de como utilizar el cuadrante, se destraba una primera vez luego se prueba y vuelve a utilizarlo en automatico volviendolo a trabar, se destraba y se le indica que utilicen los tiros, el cuadrante tiene mucho juego en la vara que gira los pinos, se debera priogramar una revision;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;18:12:00;18:33:00;0,35;RS05_;RS05.14;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;0,7;;;
AO;Operativa;Reach Stacker - 31;Spreader Comp. [RS09.14];Spreader Comp. [RS09.14];no traba los pinos;indicaba en pantalla  steering off gps, se anula desde pantalla y se reinicia la maquina;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;18:40:00;19:02:00;0,37;RS09_;RS09.14;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;0,733333333;;;
MC;Operativa;Mobile Harbour Crane - 12;Under Carriage [MHC06.42];Under Carriage-Tire/Rim [MHC06.42.329];cubierta pinchada;se cambia la cubierta que estaba pinchada;102 OPERACIONES;609 Roto/doblado;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;20:00:00;20:07:00;0,12;MHC06_;MHC06.42.329;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;0,233333333;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;LV/Power System [RTG06.04];LV/Power System-Cooling System [RTG06.04.423];continuacion de instalacion de motor;Se continua con la revision del motor , se encuentra pinchado uno de los radiadores, se procede a realizar el cambio, se instala el radiador y se le agregan solo 20 l de refrigerante, se daño la bomba neumatica que envia regfrigerante al surtidor, queda pendiente completar el nivel de refrigerante;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:00:00;22:00:00;8,00;RTG06_;RTG06.04.423;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;16;;;
MC;Operativa;Reach Stacker - 42;Control System [RS07.02];Control System-CAN-Bus [RS07.02.076];falla en el sistema ;se revisa la maquina, se empieza revisando todo el cableado, no se logra identificar una ruptura o quiebre, lo que se encontro fue una resistencia en corto Y 2 Fichas que estan donde esta el modulo al lado de las baterias haciendo falso contacto -se intento reparar la resistencia pero las resistencia que hay en el pañol son de baja capacidad-, se prueba sacando una del arnet que estan en el pañol se instalay se normalizan las otras dos fichas y la falla no vuelve aparecer, ahora en el displey muestra los valores de presion y marca la barra de sobrecarga, se le indica a operaciones que pruebe la maquina.;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:00:00;22:00:00;8,00;RS07_;RS07.02.076;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;9;2;16;;;
AO;Operativa;Rubber Tyred Gantry Crane - K20;Gantry [RTG05.07];Gantry-Encod./Limit Sw./Sens. [RTG05.07.139];Equipo no traslada;Se revisa y el equipo habia perdido los parametros, se reestablecen los mismo, se realiza prueba de funcionamiento quedando ok.;102 OPERACIONES;601 Paro;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;23:04:00;23:30:00;0,43;RTG05_;RTG05.07.139;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;10;3;1,3;;;
AO;Operativa;Reach Stacker - 38;Operator Cabin [RS03.01];Operator Cabin [RS03.01];Equipo no enciende;Se procede a revisar y no tenia logueo la maquina se conversa con el operador e indica que no le esta funcionando el logueo, se le informa al capitan de maquinas para que coloque el logueo.;102 OPERACIONES;601 Paro;203 Impacto Operacional;399  No hay falla;406 Externo;23:30:00;23:40:00;0,17;RS03_;RS03.01;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;10;3;0,5;;;
AO;Operativa;Mobile Harbour Crane - 09;Spreader [MHC03.30];Spreader-Flipper System-Flipper Assembly [MHC03.30.387.163];No sube Flipper del spreader;Se procede a revisar y por necesidad operativa se retira flipper debido a que el mismo no subia, quedando anulado el flipper, se debe revisar el spreader al culminar el buque para corregir la falla.;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;403 Daño;00:00:00;00:13:00;0,22;MHC03_;MHC03.30.387.163;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;10;3;0,65;;;
AO;Operativa;Forklift - 500;Powertrain [FL09.24];Powertrain-Engine [FL09.24.141];No enciende el equipo;Se procede a darle arranque al equipo con las baterias auxiliares, queda encendido el equipo y se le informa al capitan de maquinas;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;02:10:00;02:30:00;0,33;FL09_;FL09.24.141;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;10;3;1;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain-Main Engine (1) [RTG06.24.600];Continuacion con el armado del equipo;Se continua con el armado, se le agregan 20 litros de refrigerante al radiador, 10 litros de aceite al motor, se colocan puertas lado externo, faltan 4 puertas del lado interno de sala, falta cable 1x50mm2 que no hay en pañol para conexionado de bateria y motor de arranque, se colocan y atornilla chapones de los costado del radiador, se coloca filtro secundario de aire, faltando el filtro primario por no haber en stock, falta racor del nivel de aceite que va en el motor. ;103 MANTENIMIENTO;;;;404 Relacionado a Mantenimiento;23:00:00;06:00:00;7,00;RTG06_;RTG06.24.600;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;2;14;;;
MP;Operativa;Rubber Tyred Gantry Crane - K16;Rubber Tyred Gantry Crane - 03 [RTG03];Rubber Tyred Gantry Crane - 03 [RTG03];MP;Se realiza MP correspondiente y se coMPletan items de planilla de 3000hrs y se realiza items de planillas de 1500hrs quedando items pendientes por tener que realizar trabajo en altura. Canasta de cable umbilical en mal estado se recomienda realizar su reeMPlazo pero no hay en stock.;103 MANTENIMIENTO;;203 IMPacto Operacional;;404 Relacionado a Mantenimiento;00:00:00;06:00:00;6,00;RTG03_;#N/A;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;2;12;;;
MP;Operativa;Mobile Harbour Crane - 09;Powertrain [MHC03.24];Powertrain-Engine [MHC03.24.141];MP;MPde 500 hs 001 y 002 , se coMPletas, quedo pendiente el del sistema contra incendio 003 ;103 MANTENIMIENTO;699 No aplica;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;14:00:00;18:45:00;4,75;MHC03_;MHC03.24.141;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;2;9,5;;;
MP;Operativa;Mobile Harbour Crane - 11;Powertrain [MHC05.24];Powertrain-Engine [MHC05.24.141];MP;Se finaliza MP  001 y se realiza MP , igualmente quedo pendiente el del sistema contra incendio 003 ;103 MANTENIMIENTO;699 No aplica;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;14:00:00;18:45:00;4,75;MHC05_;MHC05.24.141;viernes, 9 de junio de 2023;viernes, 9 de junio de 2023;23;10;2;9,5;;;
MC;Seguimiento;Rubber Tyred Gantry Crane - K20;Gantry [RTG05.07];Gantry-Brake-P008 [RTG05.07.051.P008];Equipo no traslada;se revisa se encuentra activo un disyuntor  se revisan los boguie y se encuentra la falla en el boguie #08, se desconecta el freno y se revisa el puente rectificador, queda liberado el freno mecanicamente y electricamente, queda pendiente normalizar ese boguie par que pueda cruzar la maquina;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:00:00;16:24:00;2,40;RTG05_;RTG05.07.051.P008;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;3;7,2;;;
BD;No operat.;Reach Stacker - 38;Operator Cabin [RS03.01];Operator Cabin-Console/Display/Joystick [RS03.01.099];no da marcha atras;se revisa la maquina y se encuentra la falla en la palanca decambio, se trae al taller queda fuera de servicio;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;18:22:00;18:44:00;0,37;RS03_;RS03.01.099;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;2;0,733333333;;;
BD;No operat.;Rubber Tyred Gantry Crane - K11;Operator Cabin [RTG02.01];Operator Cabin-Console/Display/Joystick [RTG02.01.099];falla en hoystick;el operador indica que se le traba constantemente el joystick derecho y de momento le traba y de momento, se saca fuera de servicio;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;18:40:00;18:54:00;0,23;RTG02_;RTG02.01.099;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;2;0,466666667;;;
AO;Operativa;Mobile Harbour Crane - 10;Spreader [MHC04.30];Spreader [MHC04.30];instalacion de spreader;operaciones solicita colocarle el spreader para posicionar las gua para el proximo buque se realiza la instalacion del spreader;103 MANTENIMIENTO;699 No aplica;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;19:25:00;19:40:00;0,25;MHC04_;MHC04.30;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;3;0,75;;;
MC;Operativa;Reach Stacker - 38;Operator Cabin [RS03.01];Operator Cabin-Console/Display/Joystick [RS03.01.099];cambio de palanca de marcha;Se realiza el cambio de la palanca de marcha y queda operativa;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;19:15:00;20:35:00;1,33;RS03_;RS03.01.099;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;2;2,666666667;;;
BD;No operat.;Reach Stacker - 42;Hydraulic System [RS07.15];Hydraulic System-Hose/Pipe [RS07.15.198];ruptura de manguera ;se rompe una manguera que va a la entrada del tanque hidraulico, se saca de servicio la maquina y se coloca absorbente debajo de la maquina ;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;21:05:00;21:15:00;0,17;RS07_;RS07.15.198;sábado, 10 de junio de 2023;sábado, 10 de junio de 2023;23;10;3;0,5;;;
